Time,RG
11770,2.08427
11780,2.09109
11790,2.09628
11800,2.10578
11810,2.09985
11820,2.10342
11830,2.0907
11840,2.09789
11850,2.09292
11860,2.09389
11870,2.10173
11880,2.09297
11890,2.09773
11900,2.08968
11910,2.09094
11920,2.09114
11930,2.09098
11940,2.07679
11950,2.0833
11960,2.08244
11970,2.0814
11980,2.06562
11990,2.0733
12000,2.06267
12010,2.06217
12020,2.06694
12030,2.0648
12040,2.07681
12050,2.07712
12060,2.08284
12070,2.07517
12080,2.08457
12090,2.07942
12100,2.07336
12110,2.07591
12120,2.08227
12130,2.07109
12140,2.07512
12150,2.08325
12160,2.08372
12170,2.06845
12180,2.07388
12190,2.07389
12200,2.0839
12210,2.07563
12220,2.08845
12230,2.09766
12240,2.08461
12250,2.08895
12260,2.08571
12270,2.10496
12280,2.11104
12290,2.09636
12300,2.09535
12310,2.09328
12320,2.08472
12330,2.08125
12340,2.08504
12350,2.0776
12360,2.07932
12370,2.08856
12380,2.09661
12390,2.07196
12400,2.06937
12410,2.05998
12420,2.05994
12430,2.05402
12440,2.07717
12450,2.0644
12460,2.06106
12470,2.04844
12480,2.06852
12490,2.04943
12500,2.06664
12510,2.061
12520,2.05107
12530,2.0584
12540,2.06981
12550,2.05043
12560,2.05168
12570,2.03613
12580,2.05052
12590,2.04627
12600,2.05583
12610,2.04605
12620,2.05561
12630,2.04724
12640,2.06132
12650,2.06846
12660,2.05744
12670,2.0488
12680,2.05564
12690,2.06974
12700,2.05024
12710,2.04549
12720,2.04665
12730,2.0492
12740,2.05564
12750,2.06487
12760,2.05633
12770,2.05792
12780,2.0556
12790,2.03504
12800,2.03604
12810,2.04059
12820,2.04004
12830,2.04742
12840,2.02874
12850,2.03376
12860,2.03905
12870,2.02963
12880,2.03393
12890,2.03475
12900,2.03016
12910,2.03138
12920,2.04031
12930,2.05209
12940,2.03679
12950,2.03967
12960,2.03653
12970,2.03501
12980,2.0348
12990,2.02714
13000,2.02694
13010,2.03306
13020,2.02285
13030,2.0081
13040,2.01034
13050,2.02343
13060,2.01144
13070,2.02521
13080,2.01274
13090,2.02852
13100,2.01676
13110,2.01565
13120,1.9965
13130,2.00185
13140,2.00354
13150,2.007
13160,2.00536
13170,2.00015
13180,2.00233
13190,1.99543
13200,1.99731
13210,2.008
13220,1.97886
13230,1.97621
13240,1.974
13250,1.98166
13260,1.97743
13270,1.98402
13280,1.99086
13290,1.99697
13300,2.00069
13310,2.00749
13320,2.00264
13330,1.99684
13340,1.99306
13350,1.99498
13360,1.98966
13370,1.98524
13380,1.9886
13390,1.99354
13400,1.99017
13410,1.97921
13420,1.97105
13430,1.99132
13440,1.98352
13450,1.98627
13460,1.9837
13470,1.98857
13480,1.98191
13490,1.97629
13500,1.98764
13510,1.98405
13520,1.98601
13530,1.97629
13540,1.98109
13550,1.97472
13560,1.98761
13570,1.97404
13580,1.96604
13590,1.97279
13600,1.97834
13610,1.97097
13620,1.96435
13630,1.97101
13640,1.96473
13650,1.95964
13660,1.97604
13670,1.98639
13680,1.96519
13690,1.96492
13700,1.97757
13710,1.9626
13720,1.9749
